Data Source,World Development Indicators,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36,...37,...38,...39,...40,...41,...42,...43,...44,...45,...46,...47,...48,...49,...50,...51,...52,...53,...54,...55,...56,...57,...58,...59,...60,...61,...62,...63,...64,...65,...66,...67,...68
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Last Updated Date,28-01-2025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
French Polynesia,PYF,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,176534588.4,215659453.6,220984367.6,259590074.5,242943783.1,254036000.8,296865513.7,326433558.1,431252938.1,555340842.9,690323388.5,732288906.3,793196378.7,1005569835,1215032464,1320416025,1234743073,1235897958,1284180701,1325515445,1448281228,2212028300,2677977163,2723496362,2731683484,3320159522,3410078968,3713785765,3544608548,3676123788,4186994249,4166072830,3762859093,3903186593,3911602004,3599845480,3573808556,3965405553,4927780607,5564109982,5705052135,5877997980,6631156406,7136741422,6584557974,6086644799,6203940037,5692858099,6031827123,6151996561,5325846362,5497036477,5833352693,6135116253,6022276196,5792545871,6150640646,5814661209,NA
Qatar,QAT,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,301791301.8,387703105.5,510262500.2,793885560,2401403227,2512773166,3284273987,3617564638,4052000413,5632962997,7829165262,8661263764,7596703214,6467582308,6704395824,6153296456,5053021951,5446428681,6038187033,6487912088,7360439423,6883516484,7646153984,7156593654,7374450769,8137911978,9059340385,11297802115,10255495027,12393131868,17759890110,17538461538,19363736264,23533791209,31734065934,44530494505,60882142857,79712087912,115270000000,97798351648,125122000000,167775000000,186834000000,198728000000,206225000000,161740000000,151732000000,161099000000,183335000000,176371000000,144411000000,179732000000,235709000000,213003000000
Romania,ROU,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38067567568,40424528302,41450777202,38247882300,28850634900,25121666667,26361160450,30072805104,37430162103,36937074278,35575214078,41696091974,35953156754,37253739511,40395116581,46065502703,57806384143,74973656852,98454380120,122024000000,174589000000,214316000000,174111000000,170064000000,192624000000,179117000000,189799000000,199722000000,177885000000,185291000000,210147000000,243469000000,251677000000,252034000000,286578000000,296354000000,350776000000
Russian Federation,RUS,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,554829000000,506631000000,517014000000,517963000000,460291000000,435084000000,395077000000,395537000000,391725000000,404929000000,270955000000,195907000000,259710000000,306602000000,345470000000,430347000000,591017000000,764016000000,989932000000,1299700000000,1660850000000,1222650000000,1524920000000,2045920000000,2208290000000,2292470000000,2059240000000,1363480000000,1276790000000,1574200000000,1657330000000,1693120000000,1493080000000,1843390000000,2266030000000,2021420000000
Rwanda,RWA,GDP (current US$),NY.GDP.MKTP.CD,119000024,122000016,125000008,128000000,129999994,148799980,124525702.9,159560018,172200018,188700037,219900006,222952504.4,246457838.3,290746157.1,308458423.2,571863500.2,637753853.1,746650613,905709076.4,1109346131,1254765642,1407062527,1407243139,1479687587,1587413084,1715626331,1944710684,2157432668,2395492687,2405022593,2550185679,1911600237,2029026962,1971525712,753636370.5,1293535193,1382334879,1851558197,1989343546,2157108263,2068836754,1966600715,1966003468,2138237279,2376496067,2933819766,3319784539,4070507895,5179854065,5674476969,6124756654,6884913658,7654761574,7819963716,8238966064,8543759678,8695272301,9252834336,9637904655,10349300380,10174387374,11069280650,13316160895,14097768472
South Asia,SAS,GDP (current US$),NY.GDP.MKTP.CD,47274328379,50467431650,53905757721,60496393964,69320094074,74300329653,61634144134,67988908261,71642503355,78860212866,85149253641,90601671637,91337915060,104514000000,126551000000,135367000000,131874000000,152700000000,173796000000,194667000000,235543000000,250077000000,258727000000,273882000000,272607000000,296435000000,313955000000,348602000000,374584000000,378017000000,406963000000,362063000000,384522000000,380890000000,432086000000,479585000000,524681000000,550409000000,558117000000,597995000000,647682000000,662514000000,695456000000,811669000000,941601000000,1075830000000,1220740000000,1536040000000,1559690000000,1702710000000,2082390000000,2294130000000,2327970000000,2389930000000,2614950000000,2733650000000,3011070000000,3433920000000,3534070000000,3658210000000,3493120000000,4079870000000,4327390000000,4494990000000
Saudi Arabia,SAU,GDP (current US$),NY.GDP.MKTP.CD,1748124064,1920811284,2130606532,2207393172,2371808713,2647955558,2920555557,3257022223,4187777711,4485777644,5377333333,7184806909,9664267087,14947435499,45412957746,46773208643,64005665722,74188986586,80266516687,111858000000,164540000000,184291000000,153240000000,129172000000,119625000000,103898000000,86961922765,85695861148,88256074766,95344459279,117630000000,132223000000,137088000000,132968000000,135175000000,143343000000,158662000000,165964000000,146775000000,161717000000,189515000000,184138000000,189606000000,215808000000,258742000000,328460000000,376900000000,415965000000,519797000000,429098000000,528207000000,676635000000,741850000000,753865000000,766606000000,669484000000,666000000000,714995000000,846584000000,838565000000,734271000000,874156000000,1108570000000,1067580000000
Sudan,SDN,GDP (current US$),NY.GDP.MKTP.CD,1126364162,1222860429,1328259625,1351234926,1388282600,1446869619,1484491676,1607409539,1677771401,1847501441,2100229759,2288340041,2483055722,3077254460,3958931660,4823090192,6013210816,7499005639,8128719315,8418407787,8951800000,10753888154,8732542274,8230153846,10447615385,8075259600,10092200000,12093333333,14372555556,21408111111,33641222222,44171194366,7031933492,8881010081,12793798418,13830369852,9018300725,11681175864,11250221537,10682028340,12257299147,15716361792,18137128388,21355298460,26646007251,35182711988,45263831634,59440139775,64833083257,51621044077,58962978034,55018567211,37632919967,43024018082,49516748618,51726758677,42630376000,41283617976,32333780383,32338079165,27034593750,34229513775,51666875363,109266000000
Senegal,SEN,GDP (current US$),NY.GDP.MKTP.CD,1003692370,1058975257,1085475791,1122139862,1188930645,1210058228,1246908186,1246480766,1309384862,1245234931,1297407655,1339549033,1620857104,1863398590,2099325229,2830388405,2869777884,2938046463,3280354921,4084877823,4510108291,4095892781,4013951443,3569356125,3485165432,3818944918,5392093446,6487353103,6418419389,6366039373,7390967360,7255210470,7769817840,7367986241,5034588196,6326342633,6559712166,6041478726,6505607909,6592834933,6013185004,6507824829,7006402320,8768721563,10076816667,11009033438,11697918243,13994218413,16853989628,16145867495,16121315909,17814283639,17660870412,18918667725,19797253440,17774766696,19040312333,20996562944,23116701556,23403995992,24530513038,27520784130,27619479060,30848333084
Singapore,SGP,GDP (current US$),NY.GDP.MKTP.CD,704751700.3,764629788.1,826239211.8,917608012.5,894153311.4,974644096.1,1096425608,1238035816,1425706091,1659893768,1920574150,2263785444,2721440981,3696213333,5221534956,5633673930,6327077974,6618585074,7517176355,9296921724,11896256783,14175228844,16084252378,17784112150,19749361098,19156532746,18586746057,20919215578,25371462488,30465364739,36144336769,45466164978,52131320033,60603815716,73688724431,87812540788,96293086513,100124000000,85728207782,86286849755,96076539926,89793790670,92538372870,97646401096,115034000000,127808000000,148627000000,180942000000,193617000000,194150000000,239808000000,279356000000,295093000000,307576000000,314864000000,307999000000,319054000000,343257000000,376893000000,376902000000,349488000000,434112000000,498475000000,501428000000
Solomon Islands,SLB,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,25203524.03,28084252.76,28606411.4,NA,50056882.82,40606712.05,55272108.84,84539332.28,74620320.03,83100834.31,93145283.36,111027427.2,151276496.5,182852106.5,193750540.7,192902018.7,181220399,181570473.8,165524943.5,147620047.7,155128542.4,176494394,172882410.6,214877666.8,227540473.3,269034595.8,300746361.1,402837005.3,469443201.5,510586430.2,526554006,457579840.2,488024514.4,419842674.2,409508553,346406738.9,417668983.4,468005318.6,552864570.2,617258154.3,695295347.6,776337691.8,805557562.6,898133684.9,1063895361,1185215418,1285911586,1335571421,1307909888,1379490304,1469789119,1615478393,1619155017,1536145814,1522794913,1566360686,1633319401
Sierra Leone,SLE,GDP (current US$),NY.GDP.MKTP.CD,322009961.5,327834190.6,342721416.5,348547278.8,371847461.4,359379856.2,375479849.8,348795303,329859731.9,408690163.5,434410973.8,419549304.7,465381339.7,575230724.4,648590642.9,679336343.6,594895941.9,691777584,960728338.9,1109374911,1100685845,1114830472,1295361886,995104305.3,1087471862,856890459.4,490181456.6,660106336.1,1055083933,932974420.3,649644826.8,779981458.9,679941041.3,768868448,911854256.2,870740484.1,941708911.1,850233193.2,672368187.1,669386624,635866403.8,1681473752,1933864034,2142618350,2237350963,2545275313,2912986118,3326853436,3835603779,3784165906,4033122830,4587078913,5927684219,7697098118,7845456215,6651626734,6042615860,5818480352,6390514689,6523577590,6688594758,7165214368,7119137322,6411869546
El Salvador,SLV,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,877720000,929520000,976200000,1009760100,1049400000,1132920000,1186120000,1263720000,1442320000,1665880000,1884120100,2328280100,2941640100,3127960000,3463639900,3573959900,3437200200,3399189100,3506347800,3661683400,3800368600,3771663200,3958045800,4189880000,4372215300,4817542204,5252342400,5813399300,6680269200,7679384000,8921947100,9586327800,10221705900,10936669900,11284197000,11784927700,12282533600,12664190300,13243892200,13724810900,14698000000,15999890000,17011750000,17986890000,17601620000,18447920000,20283780000,21386150000,21990960000,22593470000,23438240000,24191430000,24979190000,26020850000,26881140000,24921190000,29043140000,31988920000,34015620000
San Marino,SMR,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,976606693.6,1048316128,1109473368,1007661367,1059529812,1148872072,1462590267,1715340543,1786514058,1909765165,2188654628,2403213305,2064277126,1881191925,1813717439,1604701299,1678741475,1673911426,1419401071,1468343140,1528620346,1655353653,1616232125,1544714493,1855396000,1831700577,NA
Somalia,SOM,GDP (current US$),NY.GDP.MKTP.CD,180459936.8,191659914.4,203531927.5,216145935.9,229529912.7,243725898,257375897,271781886.8,286719885.3,306357284.6,347985394.3,347039445.7,447883941.2,483699610.6,572504035.9,757015878.8,871344245.1,498550724.6,564571823.2,589566929.1,602515548.5,699302473.1,774578932,735408641.8,787434541.7,875702247.2,916590786.3,1018972664,1051596967,1181360844,1031282081,717974929.8,709297578.5,1260132956,1481205098,1534756135,1792234297,2191749014,2962047564,3045751528,3412797450,2252847465,2192684135,2836724352,3859592813,4683246454,5026743282,5430713729,5913620293,2948594552,2687807004,2906000097,4364670160,5062881613,5728399711,6152149080,6613743090,7621501720,7873440838,8655023960,8628393720,9483997404,10202767270,10968517090
Serbia,SRB,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17921892655,23277430168,27153408995,21004077441,20878694851,7326373882,13599378662,17930583571,23593044418,26845632342,28334256181,33298057362,44888028946,54220641202,46955984410,43536629233,51251098408,45103269969,50455529604,49114321280,41297410635,42225495910,45972834714,52787520249,53864693665,55874017669,66159884073,66797564758,81342660752
Sub-Saharan Africa (excluding high income),SSA,GDP (current US$),NY.GDP.MKTP.CD,35988399589,37518094290,40549575982,46123312273,45885359763,50538951214,54775665462,54838167165,58683164886,66256584864,73996942605,76073514867,85715420447,109266000000,138629000000,152206000000,164661000000,180934000000,202611000000,238847000000,299003000000,404152000000,376029000000,337630000000,301671000000,287984000000,269804000000,302094000000,317911000000,323480000000,378918000000,404976000000,364631000000,368611000000,377143000000,479941000000,536105000000,564044000000,565275000000,403399000000,427683000000,409715000000,446064000000,561842000000,697599000000,827869000000,976549000000,1130660000000,1281840000000,1224550000000,1448580000000,1628270000000,1691850000000,1798000000000,1874740000000,1668610000000,1521740000000,1659170000000,1781020000000,1834340000000,1721810000000,1933570000000,2073340000000,2042440000000
South Sudan,SSD,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14586253383,12231264525,14602072411,14907308933,11931472169,18426469017,13962212847,11997800760,NA,NA,NA,NA,NA,NA,NA,NA
Sub-Saharan Africa,SSF,GDP (current US$),NY.GDP.MKTP.CD,35999878594,37529010104,40561501232,46136363835,45900075440,50553642033,54791062255,54853772525,58697940809,66271375018,74013525326,76093761638,85744484210,109301000000,138669000000,152251000000,164707000000,180995000000,202694000000,238972000000,299157000000,404311000000,376182000000,337782000000,301830000000,288162000000,270024000000,302359000000,318213000000,323805000000,379312000000,405375000000,365094000000,369118000000,377663000000,480484000000,536642000000,564645000000,565925000000,404066000000,428341000000,410381000000,446811000000,562596000000,698496000000,828851000000,977635000000,1131740000000,1282820000000,1225400000000,1449560000000,1629330000000,1692940000000,1799330000000,1876120000000,1670040000000,1523300000000,1660850000000,1782800000000,1836200000000,1723190000000,1935060000000,2075400000000,2044580000000
Small states,SST,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4369005446,4889680111,5678575469,7302095095,11481090182,12127638715,13904030976,16682356974,19254707358,24375650834,33960175719,33408246378,32918973358,31601525549,32270104381,31940386052,31924802575,37398477666,40395603834,41280123118,47317168944,49596013548,52839176213,52534115913,56185862243,64157845932,66730631009,70395100527,71112024441,74869501280,77368613842,77594319153,83902231734,99300795436,115194000000,129666000000,145798000000,171152000000,186654000000,165375000000,176391000000,197270000000,198456000000,206145000000,213239000000,197793000000,205052000000,225723000000,244623000000,247266000000,222762000000,258942000000,287506000000,305547000000
Sao Tome and Principe,STP,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37211826.09,37288845.21,41430256.81,56011244.74,57817591.46,60101709.85,52039421.2,49207692.32,55044562.8,65755928.14,81662231.03,83499263.5,80307762.62,75110289.18,78213795.93,82733069.44,115928906.7,115952925.5,99000764.39,98545169.43,119298002.1,107484142.7,94861756.02,125742180,131338384.7,103695236.8,135188165.7,91920274.24,72285403.84,77302211.92,76198394.82,75951133.38,85171073.88,102085769.1,114582283.9,136450662.4,142775104.1,149146918.9,188021165,200668065,190021192.5,226455001.2,229371348.2,267041747.6,293119143.2,259999643,292267272.2,322002845.2,383717327.8,412976082.6,471229484.6,524402455.5,540809499.2,678976264.8
Suriname,SUR,GDP (current US$),NY.GDP.MKTP.CD,99650000,107700000,116150000,125950000,134400000,154150000,190350000,220700000,241350000,259650000,274900000,301000000,311950000,339450000,409850000,465500000,505500000,641500000,735500000,782500000,795000000,889000000,915000000,883500000,864000000,873000000,891000000,980000000,1161000000,542600000,388400000,448100000,404600000,428764705.9,605492537.3,691590497.7,861372806.2,926422500,1110850000,886290697.7,947671969.7,834279357.8,1093574468,1274190311,1484092538,1793410397,2626380435,2936612022,3532969035,3875409836,4368370998,4422276622,4980000000,5145757576,5240606061,5126237646,3317421648,3591679431,3996198867,4016040575,2911807496,3107923198,3791603200,3455146281
Slovak Republic,SVK,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12915046978,14459924589,15699327209,16737973764,20428139756,26180022222,28197790875,27844628979,29976207629,30496272225,29215726005,30726659551,35243658399,46616149117,57215475076,62547753148,70751813443,86587749518,100830000000,89342984698,91112160801,99705104723,94724394278,99134277850,101713000000,89178548717,90347173229,95978130735,106612000000,105843000000,107733000000,120592000000,115929000000,132908000000
Slovenia,SVN,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19832029087,14454495059,14277261541,14449298372,16400767070,21367422159,21470699363,20726878752,22058635314,22609669084,20159190702,20668868707,23214593516,29360575032,34156553313,35947936824,39260368837,47880266543,55509332322,49975540955,47793117241,51199194599,46167053954,47867056859,49514466380,42709468275,44290685824,48153200135,53689067640,53909922736,53384760135,61529280461,59927702746,69148468417
Sweden,SWE,GDP (current US$),NY.GDP.MKTP.CD,15930258332,17329819494,18794282717,20342365392,22685750575,24964233891,27155028520,29475219787,31278230634,33967691454,38037663342,41506627519,48883734672,59319523962,65918391224,82766182746,89233541404,94332865494,104292000000,123209000000,141888000000,129500000000,114216000000,104863000000,109044000000,113959000000,150282000000,182746000000,206689000000,217635000000,261470000000,273835000000,283912000000,212647000000,228702000000,267053000000,291952000000,268252000000,270890000000,274320000000,262905000000,242499000000,267373000000,334074000000,384547000000,391690000000,422530000000,490050000000,514617000000,434314000000,492753000000,570541000000,549742000000,584128000000,577730000000,501698000000,514218000000,536084000000,551312000000,532169000000,545148000000,637187000000,579896000000,584960000000
Eswatini,SWZ,GDP (current US$),NY.GDP.MKTP.CD,35076845.97,43026042.79,45927961.63,54129438.35,64980554.01,70279971.89,76859969.26,74759970.1,79799968.08,105419957.8,112139955.1,136462080.7,146736479.2,221915127.6,264320941,288299788.5,272550068.1,304060076,340630085.2,412093133.8,541976852.6,570774824.8,537568059.4,555336145.8,494483408.9,360079419.4,449140318.4,584126092.3,692026454.7,696921542.4,1114694041,1156135718,1284759928,1357189552,1419294254,1698989464,1602741834,1716714070,1576908856,1547888496,1738093840,1542477309,1432221739,2197598466,2770082792,3178112499,3291330019,3469381231,3294084314,3580428053,4438765086,4820478680,4886551484,4418333192,4250545461,3878174404,3705918654,4437538381,4659474400,4594818143,4105756863,4737671576,4695372785,4442875788
Sint Maarten (Dutch part),SXM,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,854972067,892290502.8,936089385.5,985865921.8,1022905028,1361811508,1417888715,1427017207,1353212123,1259200447,1407880447,1236428101,1353071061,1537088715,1627776949
Seychelles,SYC,GDP (current US$),NY.GDP.MKTP.CD,12012024.62,11592023.76,12642025.92,13923028.54,15393031.56,15603031.99,16443033.71,16632032.13,16074027.65,16452028.3,18432031.7,21965950.77,30645122.92,36896280.48,43134496.16,47803145.95,49278981.76,64526401.46,85552365.8,127261099.2,156783829.5,163750728.2,157211789.7,156098237,160992921,179691482.7,221147061.3,265212956.8,301985618.1,324333366.5,392163560.9,398307169.9,461409398.9,504230620.6,517570058.2,540733047.7,535250347.1,598966982.4,647287375.8,662838614.9,654212394.3,662064155.9,742134837.5,750847230.1,893012218.2,977899381.8,1081441283,1077308814,979597394.3,850901620.4,981616542.3,1058918707,1089407839,1333160407,1387577870,1432403352,1568513348,1675370641,1784313927,1868690097,1382551752,1487173795,2057968520,2141450171
Syrian Arab Republic,SYR,GDP (current US$),NY.GDP.MKTP.CD,857704413.4,945244972.1,1110565881,1200447408,1339494267,1472036540,1342287553,1580229799,1753746430,2245011515,2140384010,2589851325,3059681698,3239487516,5159557148,6826980444,7633528867,7696011396,9275200458,9929681529,13062420382,15518201335,16298929011,17589277143,17503078174,16403539893,13293205278,11356215543,10577041645,9853395762,12308624418,12981833333,13253565861,13695962055,10122020000,11396706587,13789560878,14505233463,15200846154,15873875969,18937052543,20237024725,20669357462,21828144686,25086950495,28858965517,33751788856,40465318382,52557913569,54111735629,61390830875,67539428159,43190318033,21361254635,21502061466,16466863117,12597854877,16369843352,21497782868,22583045060,12047752036,14353205678,23622827080,NA
Turks and Caicos Islands,TCA,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,358744800,366707900,409753600,485598800,578645800,721891500,773489700,862683600,703175800,686787800,728789600,727161000,754238000,841070000,942070000,1032452000,1028941663,1128749005,1177285212,774653669.3,1045782454,1228794383,1402054391
Chad,TCD,GDP (current US$),NY.GDP.MKTP.CD,313582728.1,333975336.1,357635713.4,371767002.2,392247517.7,416926303.3,432794921.7,449826322.6,453980096.2,471635621.6,469266736.7,501866730.1,585427546.8,647199483,652532795.1,864602104.7,866044962,935360464.7,1113920124,1004316496,1033002404,876937558.3,834369859.7,832415806,919103734.9,1033069709,1067828246,1163426852,1482597298,1433686312,1738605558,1877137982,1881847670,1463251164,1179837963,1445919895,1607345356,1544689577,1744794531,1534673583,1388506772,1710843377,1997005709,2742815072,4422855661,6649307524,7428701454,8650137743,10393833765,9290728319,10668103554,12172308851,12367362757,12953534866,13940767219,10950392257,10097778098,10000394381,11239167898,11314951092,10715396042,11779981333,12396807588,13149325362
East Asia & Pacific (IDA & IBRD countries),TEA,GDP (current US$),NY.GDP.MKTP.CD,80669679177,71066638103,64818501930,70108532708,80985670357,94366240962,103242000000,100241000000,101342000000,113958000000,126901000000,136282000000,155176000000,195191000000,221211000000,248262000000,252430000000,290940000000,282385000000,326958000000,377214000000,402781000000,423019000000,442929000000,479908000000,525456000000,524070000000,518006000000,574990000000,621581000000,666024000000,722767000000,810544000000,889640000000,1070670000000,1320530000000,1516600000000,1568820000000,1431580000000,1576110000000,1734180000000,1845150000000,2042200000000,2311530000000,2680310000000,3104790000000,3739380000000,4727550000000,5981640000000,6485450000000,7893430000000,9642050000000,10750500000000,11860100000000,12789800000000,13313000000000,13604400000000,14870000000000,16628500000000,17201600000000,17474700000000,20824100000000,21098800000000,21136700000000
Europe & Central Asia (IDA & IBRD countries),TEC,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,992510000000,965501000000,1024760000000,1006510000000,931624000000,920448000000,830059000000,925406000000,952472000000,982273000000,949788000000,823773000000,895734000000,911102000000,1024130000000,1260030000000,1629860000000,2040780000000,2468440000000,3174790000000,3930830000000,3116930000000,3662180000000,4455830000000,4651700000000,4920500000000,4649630000000,3632530000000,3490880000000,3922720000000,4091550000000,4175890000000,3916850000000,4642910000000,5237810000000,5497900000000
Togo,TGO,GDP (current US$),NY.GDP.MKTP.CD,171057069.1,178497098.3,186745757.9,202305865.2,234572186.5,264505506,305227594.8,327215843.6,341691567.5,378091809.6,358665753.9,404648367.8,474043921.8,574030984,791450308.4,871781686.9,874681611.9,1097893826,1164025637,1259365712,1604836916,1359026709,1160337039,1081387265,1014170069,1076604520,1498219579,1763978066,1947208354,1910635575,2299665506,2262767860,2390796916,1741944426,1387662121,1849110468,2069506014,2116818623,2241650112,2226577204,2106848752,2093498674,2410199032,2987984051,3191561509,3221910408,3320907722,3759964943,4578849658,4721890900,4746389532,5422442166,5413544658,6021732977,6393318262,5755461035,6071170959,6387422518,7029300383,6992700101,7400284168,8342243646,8169476149,9171261838
Thailand,THA,GDP (current US$),NY.GDP.MKTP.CD,2760750861,3034037811,3308912797,3540403457,3889129942,4388937649,5279230817,5638461442,6081009428,6695336567,7086538438,7375000024,8177873151,10838587358,13702998512,14882770594,16985208648,19779312261,24006566637,27371650825,32353514989,34846039194,36589772404,40042798388,41797647776,38900711333,43096773981,50535446555,61667253471,72250748100,85343190719,98234714971,111453000000,128889000000,146684000000,169279000000,183035000000,150180000000,113676000000,126669000000,126392000000,120296000000,134301000000,152281000000,172896000000,189318000000,221758000000,262943000000,291383000000,281711000000,341105000000,370819000000,397558000000,420334000000,407339000000,401296000000,413366000000,456357000000,506754000000,543977000000,500462000000,506256000000,495645000000,514969000000
Tajikistan,TJK,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2629395066,2536585366,1908554572,1646623195,1522001206,1231561860,1043654822,921518032.9,1320199582,1086612290,860541842.3,1080772551,1221106220,1555318261,2076176869,2312352021,2830213849,3719524541,5161299725,4979472364,5642221099,6522756255,7633036903,8448411318,9112605459,8271431485,6992416097,7536402853,7764999999,8300813599,8133963551,8937805347,10713525200,12060602009
Turkmenistan,TKM,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2331358820,3010982414,3006988217,3189539641,3208098919,3200539816,3179225949,2561118608,2482228440,2378759975,2450350625,2605689134,2450564100,2904663311,3534772732,4462029109,5977440583,6838351088,8103901996,10276674365,12664165103,19271523179,20214385965,22583157895,29233333333,35164210526,39197543860,43524210526,35799714286,36169428571,37926285714,40765428571,45232857143,45818000000,50007428571,58972000000,60628857143
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP (current US$),NY.GDP.MKTP.CD,79359156748,84319336310,92280330981,93584779153,104061000000,111723000000,122997000000,125114000000,134090000000,149697000000,163191000000,181432000000,203809000000,273410000000,357600000000,373955000000,410640000000,451840000000,541699000000,607914000000,743942000000,852606000000,780344000000,681914000000,715754000000,707042000000,713282000000,765811000000,840250000000,932110000000,1114530000000,1124520000000,1232770000000,1466990000000,1715290000000,1856220000000,2016730000000,2212230000000,2233590000000,2002860000000,2214460000000,2161320000000,1927280000000,1960490000000,2264850000000,2751980000000,3234900000000,3826940000000,4465820000000,4176800000000,5212160000000,5941940000000,6007690000000,6156620000000,6273010000000,5197170000000,5056170000000,5634730000000,5506620000000,5413330000000,4561920000000,5313450000000,6049070000000,6779680000000
Timor-Leste,TLS,GDP (current US$),NY.GDP.MKTP.CD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,128210142,147713000,187891500,216914400,239040500,262819900,306956900,319972700,325729800,225357600,366924300,477443500,469455500,490439100,440772000,462268000,453792400,542795400,648523600,726937800,881909300,1042534600,1160555000,1395727400,1447535200,1590282400,1640464600,1584878400,1555988600,2032550400,2162619200,3624889700,3208594000,2079916900
